1102, "Alemania vuelve a ocupar Renania", "Alemania vuelve a ocupar Renania", "En violación directa tanto de los tratados de Versalles y de Locarno, el gobierno alemán ha enviado hoy tropas a la supuesta Renania desmilitarizada.", "", "", "", "", "", ""
1103, "Danzig anexado por Alemania", "Danzig anexado por Alemania", "La Ciudad Libre de Danzig ha sido abolida y assimulated en el Reichsgau alemana de Danzig-Prusia Occidental.", "", "", "", "", "", ""
1104, "Stalin comentarios sobre el informe", "Stalin Dice informes de su muerte son True", "En respuesta a los informes de su muerte, Stalin dijo en broma que son verdaderas y pidió que lo dejaran en paz.", "", "", "", "", "", ""
1105, "Pacto sesión Alemania y Japón", "Alemania y Japón firman Antikomintern Pacto", "Las dos naciones se comprometieron la cooperación en la defensa contra la expansión del comunismo, pero esto es ampliamente visto como una cubierta para una alianza militar tradicional destinado a crear su propia esfera de influencia.", "", "", "", "", "", ""
1106, "El rey Eduardo abdica", "El rey Eduardo abdica", "El rey Eduardo VIII abdicó al trono de Gran Bretaña y el Imperio Británico con el fin de que pueda casarse con un estadounidense dos veces divorciada, Wallis Warfield Simpson. Su hermano, que reinará como Jorge VI, lo ha conseguido.", "", "", "", "", "", ""
1107, "Roosevelt gana el segundo plazo", "Roosevelt gana el segundo plazo", "Visto como un aval para su New Deal, Franklin Roosevelt disfrutó de una victoria aplastante, la captura de 523 votos electorales contra el republicano Alfred Landon de 8.", "", "", "", "", "", ""
1108, "Chamberlain ahora primer ministro", "Chamberlain se convierte en primer ministro", "Con el retiro de Stanley Baldwin, conservador Neville Chamberlain se ha convertido en el primer ministro del Reino Unido, prometiendo que no ocurrirá otra guerra europea.", "", "", "", "", "", ""
1109, "Hitler y Mussolini se reúnen en Munich", "Hitler y Mussolini se reúnen en Munich", "Mucha especulación abunda sobre los temas tratados por estos dos líderes fascistas poderosos.", "", "", "", "", "", ""
111, "Informe de escasez crítica", "Escasez crítica en %s de %s ", "Diversas fuentes nos informan de que %s sufre actualmente una escasez crítica de %s. Fuentes oficiales han rechazado hacer cualquier declaración al respecto de este acuciante problema.", "", "", "Recibido", "", "", ""
1110, "Nos condena Japón sobre China", "Nos condena Japón sobre China", "Abandonando su postura neutral sobre los ataques de Japón en China, los Estados Unidos ya han condenado oficialmente las acciones de Japón.", "", "", "", "", "", ""
1111, "Amelia Earhart desaparece", "Amelia Earhart desaparece", "Americana Aviatrix Amelia Earhart y su navegante, Fred Noonan han desaparecido durante su intento de dar la vuelta al mundo. Se cree que su avión que han bajado alrededor de 100 millas de la isla de Howland en el Pacífico Sur.", "", "", "", "", "", ""
1112, "Hindenburg Quemaduras", "Hindenburg Quemaduras", "El dirigible alemán, el Hindenburg, ha sido destruido por un incendio en un desastre que ha causado la muerte de al menos 33 de sus 97 pasajeros y la tripulación. En el momento del incidente, que iba a venir adentro para un aterrizaje en la Estación Aérea Naval de Lakehurst, Nueva Jersey después de su viaje transatlántico de Frankfurt am Main, Alemania.", "", "", "", "", "", ""
1113, "Roosevelt nombra Kennedy", "Roosevelt nombra embajador Kennedy a Reino Unido", "Presidente Roosevelt designó a su viejo amigo, Joseph Kennedy, como embajador en el Reino Unido.", "", "", "", "", "", ""
1114, "Chiang Kai-Shek hace a un lado", "Chiang Kai-Shek hace a un lado", "En un compromiso con los comunistas y para ayudar a enfocar el pueblo de China para luchar contra los japoneses y que no lucha entre ellos, Chiang Kai-Shek se hizo a un lado como primer ministro y nombró Hsiang-su Kung como su sucesor.", "", "", "", "", "", ""
1115, "México aumenta aranceles aplicables a los EE.UU.", "México aumenta aranceles aplicables a los EE.UU.", "México ha anunciado que están aumentando los aranceles sobre los productos importados de los Estados Unidos por entre 100 a 200 por ciento, dependiendo del artículo.", "", "", "", "", "", ""
1116, "Francia aprueba escalada militar", "Francia aprueba escalada militar", "En respuesta a la creciente militarización de Alemania, Francia ha aprobado planes para aumentar dramáticamente su propio gasto militar.", "", "", "", "", "", ""
1117, "Hitler Promueve Mismo", "Hitler Promueve Mismo", "Adolf Hitler resolvió crecientes tensiones entre su gabinete y la actualidad ejército alemán al nombrar el propio Comandante Supremo de las Fuerzas Armadas Alemanas, obligando tanto el Mariscal de Campo von Blomberg y Werner general Werner von Fritsch retirarse.", "", "", "", "", "", ""
1118, "Sudetes anexada por Alemania", "Sudetes anexada por Alemania", "Británicos, franceses, y los líderes alemanes han firmado el Acuerdo de Munich, que relega el territorio al control alemán y permite la occuputation inmediata de los Sudetes por las tropas alemanas.", "", "", "", "", "", ""
1119, "Zaolzie anexado por Polonia", "Zaolzie anexado por Polonia", "Preocupado de que la anexión alemana de los Sudetes se extendería más allá de esa zona, Polonia ha obligado a Checoslovaquia a ceder una región fronteriza y nudo ferroviario importante para ellos. La Comunidad Internacional ha marcado Polonia como cómplice de la Alemania nazi en la partición de Checoslovaquia.", "", "", "", "", "", ""
112, "Escasez crítica de productos", "", "Pese a todos nuestros esfuerzos, sufrimos una gran escasez de %s (faltan %s %s ). Solo hemos podido satisfacer un %s de nuestra demanda.", "", "", "Recibido.", "", "", ""
1120, "Rutenia Anexa", "Rutenia anexada por Hungría", "Tener tropas se congregaron en su frontera con Checoslovaquia antes para apoyar la afirmación de alemán en los Sudetes, Hungría siguió aplicando presión y con el apoyo de Alemania se les permitió tomar el control de la región de los Cárpatos Rutenia hacer cumplir otra parte del Primer Premio de Viena.", "", "", "Recibido", "Condena acción", "Apoyar acción", ""
1121, "Alemanes Control de Bohemia", "Alemanes control del Protectorado de Bohemia y Moravia", "Declarando los disturbios en Checoslovaquia fue una amenaza para la seguridad de Alemania, Hitler envió a sus tropas en Bohemia y Moravia, reunido prácticamente ninguna resistencia.", "", "", "", "", "", ""
1122, "Alemanes control República Eslovaca", "Alemanes control República Eslovaca", "Cediendo a las amenazas por parte de Alemania que les permitan Hungría para invadir, el gobierno de la República Eslovaca a sí mismos se ha alineado con el Reich, esencialmente convertirse en un estado títere alemán.", "", "", "", "", "", ""
1123, "Alemania Anexos Memel Región", "Alemania Anexos Memel Región", "Cediendo a la presión de Alemania y sin apoyo real de Francia o el Reino Unido, Lituania ha permitido a Alemania de anexar la región de Memel. Esto viene a sólo 5 días desde la toma de posesión efectiva de Checoslovaquia, la escalada de las tensiones en toda Europa.", "", "", "Recibido", "Condena acción", "Apoyar acción", ""
1124, "Austro-alemana acuerdo firmado", "Austro-alemana acuerdo firmado", "En un intento de apaciguar a Alemania, de Austria Kurt Schuschnigg ha firmado el acuerdo austro-alemana poniendo fin a su programa anti-nazi y garantizar la inclusión de los nacionalsocialistas en su Gabinete.", "", "", "", "", "", ""
1125, "Hitler hace Amenazas", "Hitler amenaza Austria y Checoslovaquia", "En un discurso pronunciado hoy, Hitler proclamó que el Reich alemán ya no está dispuesto a tolerar la supresión de diez millones de alemanes a través de sus fronteras. Su discurso se refiere a las grandes poblaciones de alemanes que viven dentro de las fronteras actuales de Austria y Checoslovaquia.", "", "", "", "", "", ""
1126, "Schuschnigg Horarios Plebiscito", "Schuschnigg Horarios Plebiscito", "Líder de Austria ha anunciado planes para celebrar un referéndum sobre la posible unificación con Alemania. Schuschnigg espera que una votación pública en contra de la unificación evitará Hitler de continuar para perseguir esto. En respuesta, Hitler declaró que Alemania no iba a aceptar los resultados.", "", "", "", "", "", ""
1127, "Alemán Ultimatum", "Alemán Ultimatum y Schuschnigg dimite", "Exigiendo que Schuschnigg entregar el poder a los nacionalsocialistas austriacos, Hilter ha amenazado Austria con una invasión inmediata. Al darse cuenta de que ni Francia ni el Reino Unido intervendrían, Schuschnigg ha presentado su dimisión y ha permitido a los nazis para hacerse cargo del Gobierno austriaco.", "", "", "", "", "", ""
1128, "Anschluss", "Anschluss", "Con la caída del Gobierno austriaco, las tropas alemanas han entrado hoy Austria sin resistencia anexión efectiva Austria al Tercer Reich. El propio Hitler cruzó la frontera esta tarde en Braunau, su lugar de nacimiento.", "", "", "", "", "", ""
1129, "Alemán no Agresión Pactos", "Alemania firma pactos de no agresión a", "Dinamarca, Estonia y Letonia todos han firmado pactos de no agression con Alemania hoy. Sin embargo, Noruega, Suecia y Finlandia se negaron a firmar también.", "", "", "", "", "", ""
113, "Tipo de interés desorbitado en los bonos", "Tipo de interés desorbitado en los bonos.", "El tipo de interés que nos cargan en las nuevas emisiones de bonos está subiendo muchísimo. Tendríamos que considerar importantes recortes en los gastos para evitar préstamos con esos intereses en un futuro.", "", "", "Afirmativo. Reduzcan el gasto.", "Recibido.", "", ""
1130, "Italia invade Albania", "Italia invade Albania", "Frente a poca resistencia, las fuerzas italianas han invadido el pequeño reino de los Balcanes de Albania. Rey Zog ha huido y se espera que buscar asilo en Grecia.", "", "", "", "", "", ""
1131, "Pacto de Acero Firmado", "Alemania e Italia sesión Pacto de Acero", "En la firma oficial de su acuerdo de alianza formal, los líderes alemanes e italianos hablaban de un bloque invencible de 300 millones de personas en el que Alemania se pronunciaría sobre la tierra e Italia en el mar en tiempos de guerra.", "", "", "", "", "", ""
1132, "Tratado ruso-alemán Firmado", "Tratado ruso-alemán Firmado", "Los líderes europeos occidentales impactantes, Alemania y la URSS firmaron un pacto de no agresión. Esta acción se ve para aislar aún más a Polonia y que sea más fácil para Hitler de usar su ejército a su antojo.", "", "", "", "", "", ""
1133, "Gran Bretaña anuncia Acumulación Naval", "Gran Bretaña anuncia Acumulación Naval", "Reino Unido hoy ha anunciado planes para modernizar significativamente la Royal Navy con la construcción de 38 nuevos buques de guerra.", "", "", "", "", "", ""
1134, "Japón hace demandas de la China", "Japón hace demandas de la China", "Se ha informado de que Japón ha emitido una serie de demandas secretas para el gobierno nacionalista y amenazado de invasión inmediata del norte y centro de China si no se cumplen.", "", "", "", "", "", ""
1135, "México nacionaliza empresas", "México nacionaliza compañías petroleras estadounidenses", "Las compañías petroleras de propiedad han sido nacionalizadas por el gobierno mexicano, forzando aún más las relaciones entre estas dos naciones.", "", "", "", "", "", ""
1136, "México nacionaliza empresas", "México nacionaliza compañías petroleras británicas", "British compañías petroleras de propiedad en México han sido nacionalizadas por el gobierno local, forzando aún más las relaciones entre estas dos naciones.", "", "", "", "", "", ""
1137, "Guerra comercial entre Estados Unidos y México", "Guerra comercial entre Estados Unidos y México se intensifica", "En represalia por la nacionalización de las compañías petroleras de propiedad estadounidense por el gobierno de México, los Estados Unidos ha impuesto un alto en la compra de plata mexicana.", "", "", "", "", "", ""
1138, "México rompe relaciones con Reino Unido", "México rompe relaciones con Reino Unido", "En respuesta a la escalada de la guerra comercial entre los dos países, México ha roto relaciones diplomáticas con el Reino Unido.", "", "", "", "", "", ""
1139, "Clash Japón / URSS Fronteriza", "Las fuerzas soviéticas / japoneses en choque fronterizo", "Un choque entre fronteras fuerzas a lo largo de la frontera de Manchukuo y Corea han aumentado significativamente las tensiones en la zona.", "", "", "", "", "", ""
114, "Aumento del consumo de drogas", "", "Nuestra zona tiene un problema cada vez mayor con el abuso de drogas. Esto puede deberse a diversos factores. Recomiendo que se tomen medidas para intentar ponerle freno.", "", "", "Afirmativo.¶Tomen medidas sociales.", "Negativo. Mantengan la política¶y los fondos como están.", "Pospongo la decisión.", ""
1140, "Soviética / Las tensiones japoneses Facilidad", "Soviética / Las tensiones japoneses Facilidad", "Una frágil tregua se ha asentado a lo largo de la frontera de Manchukuo-coreana entre las tropas japonesas y soviéticas, eliminando temporalmente los temores de una nueva escalada.", "", "", "", "", "", ""
1141, "Alemania / Francia Amistad", "Acuerdo de Amistad signo Alemania y Francia", "Con la esperanza de reducir las tensiones en toda Europa, Francia y Alemania han firmado un Tratado de Amistad que significa que ni la nación tiene ambiciones hacia el otro.", "", "", "", "", "", ""
1142, "Italia rechaza Tratado con Francia", "Italia rechaza Tratado con Francia", "Tras la negativa francesa a ceder Túnez, Córcega, y la Somalia francesa a Italia, el gobierno italiano ha renunciado a su Tratado de Amistad con Francia.", "", "", "", "", "", ""
1143, "Turquía anexos Hatay", "Turquía anexos Hatay, que era propiedad de Siria.", "Después de un tiempo de transición, Hatay ahora se ha convertido en parte de Turquía.", "", "", "", "", "", ""
1144, "Problemas del Reino Unido de advertencia a Alemania", "Reino Unido advierte a Alemania, ataque a Checoslovaquia podría significar la guerra.", "Reino Unido advierte a Alemania, ataque a Checoslovaquia podría significar la guerra.", "", "", "", "", "", ""
1145, "Gobierno francés se ha llevado", "Gobierno francés se traslada a Vichy.", "Gobierno francés se traslada a Vichy. Lo que queda de Francia ahora se conoce como la Francia de Vichy.", "", "", "", "", "", ""
1146, "Segunda Guerra Italo-Etíope", "En segundo lugar Italo-Etíope Guerra está en progreso.", "En segundo lugar Italo-Etíope Guerra está en progreso. Los italianos están presionando a Etiopía desde el norte y desde el sur.", "", "", "", "", "", ""
1147, "Chamberlain Recuerda Enviado alemán", "Chamberlain recuerda el 'enviado a Alemania. '", "Chamberlain muestra su descontento en torno a los acontecimientos en la desintegración de Checoslovaquia recordando el 'enviado a Alemania'.", "", "", "", "", "", ""
1148, "Chamberlain tranquiliza Polonia", "Chamberlain reafirma oferta de ayuda británica a Polonia en caso de ataque.", "En el caso de un ataque contra Polonia, el primer ministro británico Neville Chamberlain reitera el ofrecimiento de asistencia.", "", "", "", "", "", ""
1149, "Objetivo: DOW en Canadá", "Objetivo: Inicio - DOW en Canadá", "Por razones desconocidas, hay que declarar la guerra a Canadá dentro de los 15 días.", "", "", "", "", "", ""
115, "Aumento del índice de delincuencia", "Aviso: aumento del índice de delincuencia.", "El índice de delincuencia de nuestra zona ha crecido de forma significativa. Recomiendo firmemente un aumento en los fondos destinados a las fuerzas de seguridad.", "", "", "Afirmativo.¶Aumenten los fondos de las¶fuerzas de seguridad.", "Negativo. Mantengan¶los fondos como están.", "Pospongo la decisión.", ""
1150, "Éxito Objetivo", "Objetivo: Éxito - DOW en Canadá", "Éxito - hemos declarado la guerra a Canadá. Ahora vamos a robar su poutine!", "", "", "", "", "", ""
1151, "Objetivo: El incumplimiento", "Objetivo: El no - DOW en Canadá", "Fracaso - para declarar la guerra a Canadá. Llegamos sin poutine!", "", "", "", "", "", ""
1152, "Objetivo - Declarar la guerra!", "Objetivo guerra declarar", "Usted debe declarar la guerra con los Estados Unidos en 3 días, si tenemos éxito nuestra gente es feliz y nuestro capital se trasladarán a Hamilton! De lo contrario, se moverá a Windsor, la capital axila del mundo.", "", "", "", "", "", ""
1153, "¡Éxito!", "¡Éxito!", "Declaramos la guerra! Nuestro capital se ha movido! Para Hamilton.", "", "", "", "", "", ""
1154, "¡Fracaso!", "¡Fracaso!", "Fallamos! Nuestro capital se ha movido a un nivel de vida más bajo ... Windsor!", "", "", "", "", "", ""
1155, "Gameplay Tutorial: SR1936", "Gameplay Tutorial", "Bienvenidos al 1936 Tutorial Gobernante Supremo. Este tutorial utiliza nuestro sistema de objetivos y le guiará a través de los fundamentos del juego. Cuando esté listo para comenzar, haga clic en 'Siguiente'.", "", "", "", "", "", ""
1156, "Barra de título", "Barra de título", "El área en la parte superior de la pantalla es el TÍTULO BAR. Aquí podrá encontrar información de su país, como la bandera, el nombre y la tesorería. El menú del juego puede ser llamado usando un botón aquí, o pulsando la tecla de acceso directo <ESC>.", "", "", "", "", "", ""
1157, "Velocidad del juego", "Velocidad del juego", "SR1936 es un juego de estrategia en tiempo real. Usted puede dar órdenes y cambiar los ajustes mientras que el tiempo se detuvo, pero necesitará tiempo para seguir adelante para que se produzcan acciones (y para completar los objetivos en este tutorial). Una rotación completa del reloj es un nuevo día. NUEVO OBJETIVO >>> Ajuste la velocidad del juego para frenar ahora. (Controles de velocidad se encuentran en la barra de título en la parte superior de la pantalla. También puede utilizar el PAGEUP teclas de acceso rápido, PAGEDOWN, y PAUSE para controlar la velocidad del juego y el tiempo de pausa.)", "O", "", "", "", "", ""
1158, "Objetivos", "Objetivos", "Grande, que ha comenzado el tiempo de funcionamiento. A lo largo de la barra de título también puede encontrar el lugar para OBJETIVOS juego. Algunos objetivos le dará la opción de 'aceptar' la misma. Otros se 'auto-aceptar '. Recompensas (y sanciones) serán mencionados en el objetivo inicial.", "", "", "", "", "", ""
1159, "Información general de Gobierno", "Información general de Gobierno", "Controles y acciones gubernamentales se dividen en departamentos anclados a la esquina inferior izquierda de la pantalla. Departamentos también se pueden abrir utilizando HOTKEYS <F2> a través de <F8>.", "", "", "", "", "", ""
116, "Disponibles mejoras de unidades", "", "Cualquier producción actual de unidades del tipo ' %s' puede mejorarse, ya que tenemos acceso a diseños de %s.", "", "", "Recibido.", "", "", ""
1160, "Ministros del gabinete", "Ministros del gabinete", "Si un departamento cuenta con un ministro del gabinete muchas acciones de juego serán realizados por ese ministro para usted. Usted puede encontrar la configuración de ministro del gabinete con el primer 'botón de acceso rápido' en cada departamento, lo que abre un nuevo panel. Cada ministro se le puede asignar prioridades que guiarán sus acciones automáticas. En algunas situaciones se puede bloquear el ministro de ciertas áreas de acción, útil cuando se quiere tomar un enfoque práctico. >>> Configure una de las prioridades para cada ministro del gabinete ahora.", "", "", "", "", "", ""
1161, "Navegación", "Navegación", "Usted puede navegar por el mapa de varias maneras. Izquierda-clic muchas banderas le centrará en la capital de esa región. Desplazamiento con el ratón será ampliar el mapa. Sosteniendo sobre el mapa, se acerca centrado sobre el cursor del ratón. Toque los lados, superior e inferior de la pantalla se moverá el mapa y el mini-mapa es útil también.", "", "", "", "", "", ""
1162, "Minimapa", "Minimapa", "Ratón de desplazamiento sobre el minimapa se ampliará utilizando el centro de la pantalla. En todo el minimapa son botones para hacer zoom también. Haga clic en el minimapa para saltar a ese lugar.", "", "", "", "", "", ""
1163, "Alertas", "Alertas", "Los mensajes de alerta se muestran dos maneras. El panel de alertas en el lado de la pantalla contiene alertas ordenados en categorías. Sostenga sobre una categoría, para ver una lista. Algunas alertas también se muestran como 'avisos sobre-mapa 'y son lugar específico. Los mensajes pueden aparecer varias veces - como una alerta y en el mapa en varias ubicaciones.", "", "", "", "", "", ""
1164, "Prueba 1", "", "Prueba 1 ...", "", "", "", "", "", ""
1165, "Prueba 2", "", "Prueba 2 ...", "", "", "", "", "", ""
1166, "Prueba 3", "", "Prueba 3 ...", "", "", "", "", "", ""
1167, "Prueba 4", "", "Prueba 4 ...", "", "", "", "", "", ""
1168, "Prueba 5", "", "Prueba 5 ...", "", "", "", "", "", ""
1169, "Prueba 6", "", "Prueba 6 ...", "", "", "", "", "", ""
117, "Extraoficialmente...", "", "Tenemos serios problemas con nuestra capacidad de producción y nuestras instalaciones. Me temo que solo una gran inyección de capital puede resolverlos. Le sugiero que concentre su atención personal en estos problemas.", "La única manera de resolver algunos de nuestros problemas de producción es a través de una importante inversión en construcción de nuevas instalaciones. Es necesario tomar medidas sobre esta urgencia.", "Estamos teniendo dificultades con un número de en el Comercio y el Departamento de Producción. Le sugiero que tome un poco de control y tratar de cambiar las cosas.", "Recibido.", "", "", ""
1170, "Prueba 7", "", "Prueba 7 ...", "", "", "", "", "", ""
1171, "Prueba 8", "", "Prueba 8 ...", "", "", "", "", "", ""
1172, "Prueba 9", "", "Prueba 9 ...", "", "", "", "", "", ""
1173, "Aumentar Tierra Construir Capacidad", "Aumentar nuestra Militar", "Crecer nuestros militares. Aumentar nuestra 'Construir Capacidad Land' a 8. Tenemos 180 días para completar esto para ganar apoyo político adicional y financiación. >>> Para revisar nuestros actuales de construir las capacidades de seleccionar el Departamento de Defensa y recoger la rama TIERRA.", "Éxito", "Fallar", "", "", "", ""
1174, "Éxito", "Objetivo - Éxito", "Hemos cumplido nuestro objetivo de aumentar nuestra 'Construir Capacidad Land'. Hemos recibido $ 1 millón en fondos adicionales.", "", "", "", "", "", ""
1175, "No completado", "Objetivo - No se cumple", "No hemos cumplido con el objetivo de aumentar nuestra 'Construir Capacidad Land'. Hemos tenido que gastar $ 1 millón de dólares para mantener la opinión pública.", "", "", "", "", "", ""
1176, "Aumentar Aire crear capacidad", "Aumentar nuestra capacidad Build Aire", "Aumentar nuestra 'Construir Capacidad Aire' a 4. En caso de guerra, será fundamental contar con la superioridad aérea sobre Europa. Tenemos 180 días para completar esta para ganar apoyo político adicional y recibir financiamiento político.", "Éxito", "Fallar", "", "", "", ""
1177, "Éxito - Build Aire", "Éxito - Build Aire", "Hemos aumentado nuestra 'Construir Capacidad Aire'. Hemos recibido $ 1 millón en fondos.", "", "", "", "", "", ""
1178, "Fallar - Build Aire", "Fallar - Build Aire", "Hemos fracasado. A este ritmo, vamos a ganar la superioridad aérea?", "", "", "", "", "", ""
1179, "Aumentar Naval crear capacidad", "", "Aumentar nuestra capacidad de construcción naval a 3. Necesitamos proteger nuestra costa en caso de guerra. Tenemos 180 días para completar esta tarea.", "Éxito", "Fallar", "", "", "", ""
118, "Disponible construcción de unidades", "", "En estos momentos tenemos %s espacio(s) de construcción de unidades de %s sin usar. Le recomiendo que aumentemos nuestras órdenes de producción para aprovechar esta capacidad adicional.", "", "", "Afirmativo. Aumenten¶la cola de producción.", "Negativo. Mantengan¶la producción actual.", "Pospongo la decisión.", ""
1180, "fomentar la capacidad naval - el éxito", "", "Éxito - hemos aumentado nuestra capacidad de construcción naval a 3.", "", "", "", "", "", ""
1181, "fomentar la capacidad naval - fallan", "", "No completado. ¿Cómo podemos defender nuestra costa si no podemos construir nuestros propios barcos y submarinos?", "", "", "", "", "", ""
